,country_or_area,year,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,nitrogen_trifluoride_nf3_emissions_in_kilotonne_co2_equivalent,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent,unspecified_mix_of_hydrofluorocarbons_hfcs_and_perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent,short_name
0,Australia,1990,278265.9,418623.05,418623.05,1424.68,118768.84,,15345.6,4607.01,211.02,,Australia
1,Australia,1991,279741.64,418674.06,418674.06,1424.68,117744.64,,14923.41,4610.74,228.94,,Australia
2,Australia,1992,284766.09,423080.11,423080.11,1333.18,116837.51,,15293.18,4603.28,246.86,,Australia
3,Australia,1993,289142.27,423764.93,423764.93,1829.87,113837.51,,15374.99,3315.53,264.76,,Australia
4,Australia,1994,293830.71,424092.96,424092.96,1027.34,110997.41,,15790.43,2164.43,282.64,,Australia
5,Australia,1995,305162.54,433478.65,433478.65,1004.03,109900.74,,15578.2,1530.84,302.31,,Australia
6,Australia,1996,311914.82,439803.96,439803.96,414.17,109185.34,,16609.59,1410.4,269.65,,Australia
7,Australia,1997,320439.12,451721.72,451721.72,705.23,111898.85,,17201.89,1228.15,248.48,,Australia
8,Australia,1998,334328.14,466382.11,466382.11,998.29,111427.93,,17743.91,1660.52,223.32,,Australia
9,Australia,1999,343713.91,472245.99,472245.99,1374.29,107889.22,,17933.44,1139.06,196.07,,Australia
10,Australia,2000,349885.43,483445.83,483445.83,1613.2,111520.31,,18949.17,1287.06,190.65,,Australia
11,Australia,2001,357653.33,491441.7,491441.7,2305.93,110301.73,,19182.29,1801.88,196.53,,Australia
12,Australia,2002,361861.39,494740.1,494740.1,2926.73,108309.14,,19712.73,1727.62,202.48,,Australia
13,Australia,2003,368345.98,495154.09,495154.09,3578.35,102574.21,,18765.28,1683.98,206.29,,Australia
14,Australia,2004,381519.26,511710.24,511710.24,4266.92,103839.21,,20163.24,1713.85,207.76,,Australia
15,Australia,2005,385581.13,518850.76,518850.76,5002.48,105887.56,,20405.82,1791.7,182.06,,Australia
16,Australia,2006,391134.1,522517.19,522517.19,5456.52,104842.39,,20224.61,687.06,172.51,,Australia
17,Australia,2007,398816.45,529842.87,529842.87,6143.73,105174.67,,18963.12,582.68,162.22,,Australia
18,Australia,2008,404237.83,533693.51,533693.51,6832.23,103119.55,,18908.28,444.52,151.11,,Australia
19,Australia,2009,408448.48,537889.89,537889.89,7468.94,101886.83,,19607.63,358.55,119.45,,Australia
20,Australia,2010,406200.99,533917.44,533917.44,8166.07,99447.73,,19698.3,283.32,121.03,,Australia
21,Australia,2011,403705.53,534089.8,534089.8,8837.85,101085.54,,20034.58,301.3,125.0,,Australia
22,Australia,2012,406462.85,537377.57,537377.57,9353.07,100796.84,,20342.38,294.88,127.55,,Australia
23,Australia,2013,396913.94,526882.67,526882.67,10034.13,99857.2,,19756.45,192.0,128.94,,Australia
24,Australia,2014,393126.95,522397.09,522397.09,10787.35,98076.11,,20084.54,192.54,129.61,,Australia
25,Austria,1990,62297.17,78844.63,78844.63,2.44,10598.57,,4293.06,1182.79,470.61,,Austria
26,Austria,1991,65903.51,82636.9,82636.9,3.89,10462.1,,4460.65,1192.62,614.14,,Austria
27,Austria,1992,60432.25,75931.0,75931.0,5.64,10164.75,,4161.62,510.47,656.27,,Austria
28,Austria,1993,60790.76,75988.23,75988.23,235.26,10073.83,,4080.85,63.52,744.0,,Austria
29,Austria,1994,61189.1,76503.49,76503.49,261.11,9775.86,0.76,4279.53,70.96,926.17,,Austria
30,Austria,1995,64202.16,79813.03,79813.03,357.93,9674.05,6.44,4389.0,83.35,1100.11,,Austria
31,Austria,1996,67667.26,83008.81,83008.81,420.79,9382.93,7.93,4272.75,80.25,1176.9,,Austria
32,Austria,1997,67455.89,82474.39,82474.39,500.83,9011.52,15.53,4286.76,117.47,1086.4,,Austria
33,Austria,1998,67047.25,81770.84,81770.84,610.34,8831.33,9.43,4347.07,55.53,869.88,,Austria
34,Austria,1999,65660.13,80106.72,80106.72,701.82,8645.18,8.24,4335.8,79.18,676.37,,Austria
35,Austria,2000,66274.74,80429.34,80429.34,713.63,8466.37,10.51,4301.7,87.87,574.53,,Austria
36,Austria,2001,70299.47,84380.81,84380.81,863.1,8284.3,10.51,4177.76,116.34,629.33,,Austria
37,Austria,2002,72126.59,86129.55,86129.55,968.78,8134.08,10.51,4174.31,101.97,613.3,,Austria
38,Austria,2003,78023.95,92018.48,92018.48,1072.19,8061.21,21.56,4163.75,126.38,549.44,,Austria
39,Austria,2004,78389.0,91835.89,91835.89,1158.34,8048.71,26.54,3571.72,157.57,484.01,,Austria
40,Austria,2005,79588.5,92810.49,92810.49,1145.81,7809.62,28.16,3581.49,163.29,493.63,,Austria
41,Austria,2006,76934.95,89981.02,89981.02,1152.47,7667.63,32.73,3567.39,172.39,453.46,,Austria
42,Austria,2007,74268.11,87241.15,87241.15,1195.89,7543.05,59.39,3577.37,230.33,367.01,,Austria
43,Austria,2008,74066.26,87101.13,87101.13,1248.53,7399.36,53.47,3751.89,208.19,373.43,,Austria
44,Austria,2009,67682.73,80190.65,80190.65,1308.2,7294.26,4.54,3523.22,36.02,341.68,,Austria
45,Austria,2010,72531.83,84946.02,84946.02,1483.19,7182.82,4.12,3330.15,78.05,335.87,,Austria
46,Austria,2011,70327.17,82626.64,82626.64,1535.8,6976.42,4.1,3402.29,73.51,307.35,,Austria
47,Austria,2012,67698.66,79897.12,79897.12,1612.47,6855.14,8.56,3359.69,50.72,311.88,,Austria
48,Austria,2013,67957.12,80042.54,80042.54,1602.6,6757.49,9.75,3361.48,49.23,304.87,,Austria
49,Austria,2014,64262.56,76332.62,76332.62,1642.8,6623.27,10.56,3427.44,53.03,312.96,,Austria
50,Belarus,1990,100438.1,133457.16,133457.16,,17944.37,,15074.7,,,,Belarus
51,Belarus,1991,93649.17,125601.05,125601.05,,17258.13,,14693.75,,,,Belarus
52,Belarus,1992,87060.81,116588.69,116588.69,,16295.44,,13232.44,,,,Belarus
53,Belarus,1993,75551.76,103951.53,103951.53,,15583.11,,12816.66,,,,Belarus
54,Belarus,1994,62402.28,88206.36,88206.36,,14331.81,,11472.27,,,,Belarus
55,Belarus,1995,56005.94,80369.78,80369.78,,13611.08,,10752.77,,0.0,,Belarus
56,Belarus,1996,57251.36,82375.19,82375.19,,13672.82,,11451.01,,0.01,,Belarus
57,Belarus,1997,60971.82,86282.51,86282.51,,13578.27,,11732.37,,0.06,,Belarus
58,Belarus,1998,57426.33,82668.83,82668.83,,13540.24,,11702.19,,0.07,,Belarus
59,Belarus,1999,55033.95,79497.84,79497.84,,13212.46,,11251.34,,0.09,,Belarus
60,Belarus,2000,53686.86,77959.72,77959.72,,12922.7,,11350.07,,0.1,,Belarus
61,Belarus,2001,53783.85,77921.83,77921.83,,12799.03,,11338.84,,0.11,,Belarus
62,Belarus,2002,53843.7,76683.87,76683.87,,12705.36,,10134.69,,0.12,,Belarus
63,Belarus,2003,54845.15,79158.72,79158.72,,13734.63,,10578.78,,0.16,,Belarus
64,Belarus,2004,58457.65,83688.3,83688.3,,14331.37,,10899.04,,0.24,,Belarus
65,Belarus,2005,59664.74,85596.1,85596.1,,14727.06,,11203.95,,0.35,,Belarus
66,Belarus,2006,62229.4,89449.66,89449.66,,15450.08,,11769.73,,0.45,,Belarus
67,Belarus,2007,61563.88,88920.64,88920.64,,15646.79,,11709.43,,0.54,,Belarus
68,Belarus,2008,63846.1,92364.35,92364.35,,16240.16,,12276.83,,1.25,,Belarus
69,Belarus,2009,59596.21,89223.66,89223.66,,17118.03,,12507.97,,1.45,,Belarus
70,Belarus,2010,61632.49,91183.55,91183.55,,17109.27,,12439.69,,2.1,,Belarus
71,Belarus,2011,61128.4,91671.73,91671.73,,17499.48,,13041.55,,2.3,,Belarus
72,Belarus,2012,60636.85,90925.11,90925.11,,17461.77,,12824.04,,2.46,,Belarus
73,Belarus,2013,61510.99,93037.25,93037.25,,18724.36,,12799.39,,2.51,,Belarus
74,Belarus,2014,60615.65,91895.65,91895.65,,18599.18,,12678.39,,2.43,,Belarus
75,Belgium,1990,119982.5,146021.24,146021.24,,12040.18,,10232.4,2191.05,1575.1,,Belgium
76,Belgium,1991,123130.65,148825.7,148825.7,,11999.38,,10106.41,2096.42,1492.84,,Belgium
77,Belgium,1992,122217.92,148384.73,148384.73,484.3,11886.35,,9858.7,2284.77,1652.69,,Belgium
78,Belgium,1993,121156.96,147393.39,147393.39,484.3,11838.3,,10129.39,2195.9,1588.53,,Belgium
79,Belgium,1994,124426.89,151882.37,151882.37,495.79,11867.02,,10524.5,2637.37,1930.81,,Belgium
80,Belgium,1995,125519.44,154020.29,154020.29,501.99,11947.64,,10997.2,2914.29,2139.73,,Belgium
81,Belgium,1996,129010.47,157656.69,157656.69,602.2,11802.08,,11415.4,2766.91,2059.62,,Belgium
82,Belgium,1997,123495.74,149163.46,149163.46,726.99,11689.9,,11183.05,1528.92,538.85,,Belgium
83,Belgium,1998,129737.09,154340.39,154340.39,881.22,11525.0,,11057.26,843.87,295.95,,Belgium
84,Belgium,1999,124208.07,148062.44,148062.44,935.58,11265.28,,11071.1,428.75,153.66,,Belgium
85,Belgium,2000,126315.21,149213.02,149213.02,1127.8,10827.0,,10352.83,446.11,144.06,,Belgium
86,Belgium,2001,125649.37,147626.13,147626.13,1211.53,10386.25,,9963.92,275.84,139.22,,Belgium
87,Belgium,2002,126015.19,147240.37,147240.37,1438.42,9956.5,,9613.02,101.06,116.17,,Belgium
88,Belgium,2003,127523.99,147579.07,147579.07,1608.87,9372.47,,8712.78,259.03,101.93,,Belgium
89,Belgium,2004,128640.48,148971.4,148971.4,1693.4,9318.58,,8850.41,378.33,90.2,,Belgium
90,Belgium,2005,125118.02,144803.08,144803.08,1745.35,9074.77,,8581.49,192.77,90.69,,Belgium
91,Belgium,2006,122319.59,141046.71,141046.71,1876.64,8982.98,,7591.03,199.91,76.55,,Belgium
92,Belgium,2007,118027.41,136451.34,136451.34,2079.1,8947.76,,7094.15,224.06,78.86,,Belgium
93,Belgium,2008,120362.61,138749.63,138749.63,2206.76,8736.79,0.67,7102.8,253.1,86.88,,Belgium
94,Belgium,2009,107282.54,125811.8,125811.8,2391.46,8668.57,0.57,7229.43,145.92,93.31,,Belgium
95,Belgium,2010,114155.39,133258.41,133258.41,2508.71,8624.5,1.32,7759.83,106.61,102.03,,Belgium
96,Belgium,2011,104945.71,122833.4,122833.4,2614.05,8369.07,2.48,6564.49,225.5,112.09,,Belgium
97,Belgium,2012,100931.6,118761.34,118761.34,2733.36,8235.74,1.12,6470.89,278.21,110.43,,Belgium
98,Belgium,2013,101744.74,119375.3,119375.3,2703.01,8098.25,1.24,6280.72,431.59,115.75,,Belgium
99,Belgium,2014,96325.41,113866.62,113866.62,2811.8,8047.55,0.69,6278.98,306.96,95.22,,Belgium
100,Bulgaria,1990,78197.88,,103450.78,,16430.84,,8818.37,,3.69,,Bulgaria
101,Bulgaria,1991,59769.34,,81926.02,0.0,15313.27,,6839.5,,3.91,,Bulgaria
102,Bulgaria,1992,56551.59,,77199.35,0.01,14869.3,,5774.31,,4.13,,Bulgaria
103,Bulgaria,1993,57203.94,,76195.3,0.02,13764.49,,5222.47,,4.37,,Bulgaria
104,Bulgaria,1994,55649.08,,72765.62,2.16,12003.09,,5106.66,,4.63,,Bulgaria
105,Bulgaria,1995,57221.61,,74262.08,6.59,12051.21,,4977.78,,4.9,,Bulgaria
106,Bulgaria,1996,57581.19,,74381.09,11.55,11936.17,,4846.99,,5.18,,Bulgaria
107,Bulgaria,1997,54790.13,,70904.42,18.36,11500.65,,4589.8,,5.48,,Bulgaria
108,Bulgaria,1998,52143.36,,66848.66,28.72,10886.06,,3784.73,,5.8,,Bulgaria
109,Bulgaria,1999,45751.79,,60090.11,40.99,10347.04,,3944.16,,6.14,,Bulgaria
110,Bulgaria,2000,44896.67,,59155.06,57.33,10189.34,,4005.22,,6.49,,Bulgaria
111,Bulgaria,2001,48568.92,,62221.34,75.17,9491.67,,4078.71,,6.87,,Bulgaria
112,Bulgaria,2002,45786.29,,59282.01,96.6,9374.21,,4017.63,,7.27,,Bulgaria
113,Bulgaria,2003,49971.15,,64021.37,126.5,10063.72,,3852.3,,7.69,,Bulgaria
114,Bulgaria,2004,49170.34,,63230.73,180.34,9476.24,,4395.68,,8.13,,Bulgaria
115,Bulgaria,2005,50191.12,,63458.9,298.76,8720.08,,4240.78,,8.16,,Bulgaria
116,Bulgaria,2006,51446.28,,64118.4,447.16,8446.73,,3769.74,,8.48,,Bulgaria
117,Bulgaria,2007,55184.42,,67942.42,545.2,8389.98,,3814.0,,8.81,,Bulgaria
118,Bulgaria,2008,53655.14,,66725.31,841.84,8164.03,,4055.13,0.02,9.16,,Bulgaria
119,Bulgaria,2009,45487.87,,57835.97,897.32,7794.84,,3646.36,0.06,9.52,,Bulgaria
120,Bulgaria,2010,47678.65,,60519.2,927.07,7782.64,,4118.31,0.06,12.47,,Bulgaria
121,Bulgaria,2011,53020.98,,65857.6,1038.93,8015.2,,3768.25,0.06,14.19,,Bulgaria
122,Bulgaria,2012,48117.56,,60723.49,1109.36,7643.92,,3833.32,0.05,19.29,,Bulgaria
123,Bulgaria,2013,42534.93,,55597.03,1277.86,7526.89,,4237.59,0.04,19.72,,Bulgaria
124,Bulgaria,2014,45139.96,,57807.59,1423.81,7420.51,,3807.67,0.03,15.62,,Bulgaria
125,Canada,1990,463493.33,616908.11,612866.05,970.58,95378.25,0.32,42239.73,7557.9,3225.93,,Canada
126,Canada,1991,454246.14,611861.13,605548.12,1056.72,97516.51,0.32,41010.07,8033.11,3685.24,,Canada
127,Canada,1992,468546.46,625134.0,622763.76,829.84,101927.84,0.31,41323.52,7578.68,2557.12,,Canada
128,Canada,1993,467607.24,631353.64,624641.47,,105204.36,0.3,42000.45,7455.58,2373.55,,Canada
129,Canada,1994,482691.67,652999.14,646008.21,,108917.32,0.29,45062.17,6895.01,2441.74,,Canada
130,Canada,1995,497224.84,688384.41,665304.28,693.37,113111.08,0.28,45650.33,6349.22,2275.16,,Canada
131,Canada,1996,510619.68,690743.64,684666.72,1165.51,116885.46,0.27,47724.4,6502.75,1768.65,,Canada
132,Canada,1997,525120.01,702636.43,700407.4,1568.53,118988.19,0.26,46527.87,6374.9,1827.63,,Canada
133,Canada,1998,533794.45,728149.0,707998.08,2172.32,120647.46,0.26,42548.87,6477.23,2357.49,,Canada
134,Canada,1999,550183.06,729415.12,721673.25,2806.0,120592.53,0.25,40309.52,5371.79,2410.1,,Canada
135,Canada,2000,572290.39,745991.03,744240.71,3400.33,120724.87,0.24,39936.36,4985.57,2902.96,,Canada
136,Canada,2001,564617.02,737198.31,733454.19,3787.73,119920.26,0.23,38523.21,4048.63,2557.11,,Canada
137,Canada,2002,569862.15,752124.48,736272.79,4270.19,117504.64,0.22,38156.77,3463.01,3015.81,,Canada
138,Canada,2003,587306.68,766107.89,754970.65,4615.42,116809.28,0.21,40097.53,3490.09,2651.44,,Canada
139,Canada,2004,585414.86,769691.19,756240.21,5215.23,117419.39,0.2,42328.24,3522.38,2339.91,,Canada
140,Canada,2005,579225.34,753897.58,747457.79,5677.88,116434.33,0.19,40863.43,3839.26,1417.36,,Canada
141,Canada,2006,573479.27,746308.21,738096.49,5828.27,115516.05,0.19,38759.94,2986.03,1526.74,,Canada
142,Canada,2007,596041.32,766021.81,758431.18,6222.87,113213.99,0.18,39691.97,2534.66,726.19,,Canada
143,Canada,2008,577444.93,743519.66,739036.73,6123.52,110540.26,0.17,41681.65,2601.86,644.35,,Canada
144,Canada,2009,542829.46,702098.42,696312.2,6698.96,106149.44,0.16,37749.59,2510.72,373.87,,Canada
145,Canada,2010,555003.76,718178.08,706402.87,7477.17,103730.44,0.15,37891.75,1859.18,440.42,,Canada
146,Canada,2011,558152.72,722862.51,709764.47,7991.64,103884.67,0.15,37652.73,1687.38,395.18,,Canada
147,Canada,2012,563423.61,729475.89,718346.89,8277.68,105633.62,0.15,38773.54,1798.64,439.63,,Canada
148,Canada,2013,573094.04,737423.14,731424.09,8564.62,107063.13,0.15,40647.06,1617.1,437.98,,Canada
149,Canada,2014,574099.78,747171.87,732418.88,9024.46,108436.72,0.15,39407.11,1088.04,362.63,,Canada
150,Croatia,1990,23390.08,31204.63,31204.63,,3770.72,,2793.15,1240.24,10.45,,Croatia
151,Croatia,1991,17268.91,24408.68,24408.68,,3625.92,,2652.77,850.75,10.33,,Croatia
152,Croatia,1992,16607.13,22538.03,22538.03,,3227.34,,2693.15,,10.42,,Croatia
153,Croatia,1993,17081.23,22658.29,22658.29,,3260.04,,2306.49,,10.53,,Croatia
154,Croatia,1994,16342.18,21712.76,21712.76,,3034.35,,2325.59,,10.64,,Croatia
155,Croatia,1995,16992.8,22296.17,22296.17,57.28,2986.64,,2248.33,,11.12,,Croatia
156,Croatia,1996,17587.9,22882.96,22882.96,80.07,2968.51,,2234.92,,11.57,,Croatia
157,Croatia,1997,18666.47,24126.27,24126.27,106.14,2908.31,,2433.93,,11.43,,Croatia
158,Croatia,1998,19372.39,24459.71,24459.71,139.06,2866.65,,2069.63,,11.99,,Croatia
159,Croatia,1999,20215.65,25519.08,25519.08,166.7,2847.59,,2277.15,,11.99,,Croatia
160,Croatia,2000,19789.12,25172.96,25172.96,199.21,2785.34,,2387.67,,11.62,,Croatia
161,Croatia,2001,20943.11,26394.05,26394.05,224.96,2844.15,,2370.13,,11.69,,Croatia
162,Croatia,2002,22031.13,27420.1,27420.1,261.93,2838.3,,2276.73,,12.01,,Croatia
163,Croatia,2003,23355.22,28782.82,28782.82,304.77,2936.87,,2173.68,,12.28,,Croatia
164,Croatia,2004,23005.23,28875.98,28875.98,347.89,3061.84,,2448.45,,12.57,,Croatia
165,Croatia,2005,23451.85,29285.75,29285.75,386.12,3029.46,,2405.3,,13.03,,Croatia
166,Croatia,2006,23684.94,29555.68,29555.68,422.7,3100.59,,2334.45,,13.01,,Croatia
167,Croatia,2007,24955.38,30972.91,30972.91,469.51,3114.8,,2420.17,,13.05,,Croatia
168,Croatia,2008,23715.38,29825.95,29825.95,490.33,3153.4,,2454.85,,11.98,,Croatia
169,Croatia,2009,21965.64,27909.13,27909.13,495.65,3214.9,,2224.66,0.26,8.03,,Croatia
170,Croatia,2010,21183.71,27280.23,27280.23,543.95,3243.51,,2300.07,0.03,8.95,,Croatia
171,Croatia,2011,20614.44,26773.83,26773.83,563.13,3230.32,,2356.55,0.02,9.37,,Croatia
172,Croatia,2012,18776.38,24734.65,24734.65,564.96,3167.15,,2216.92,0.03,9.21,,Croatia
173,Croatia,2013,18359.5,23770.55,23770.55,577.71,3129.73,,1697.4,0.06,6.15,,Croatia
174,Croatia,2014,17607.32,22898.88,22898.88,582.77,3080.41,,1621.47,0.06,6.84,,Croatia
175,Cyprus,1990,4621.01,5624.65,5624.65,0.15,693.57,,309.9,,0.03,,Cyprus
176,Cyprus,1991,5107.08,6121.53,6121.53,0.16,704.36,,309.9,,0.03,,Cyprus
177,Cyprus,1992,5482.97,6559.33,6559.33,0.16,733.57,,342.59,,0.03,,Cyprus
178,Cyprus,1993,5733.67,6858.74,6858.74,0.22,761.68,,363.13,,0.04,,Cyprus
179,Cyprus,1994,5977.26,7103.13,7103.13,0.7,773.18,,351.95,,0.05,,Cyprus
180,Cyprus,1995,5848.04,7046.93,7046.93,2.7,797.53,,398.6,,0.06,,Cyprus
181,Cyprus,1996,6156.13,7343.54,7343.54,3.61,819.08,,364.65,,0.07,,Cyprus
182,Cyprus,1997,6287.03,7473.1,7473.1,6.09,826.65,,353.26,,0.07,,Cyprus
183,Cyprus,1998,6580.3,7799.56,7799.56,9.38,830.27,,379.55,,0.07,,Cyprus
184,Cyprus,1999,6847.66,8059.08,8059.08,14.14,831.09,,366.12,,0.07,,Cyprus
185,Cyprus,2000,7095.96,8326.89,8326.89,20.38,847.45,,363.02,,0.08,,Cyprus
186,Cyprus,2001,6969.47,8282.55,8282.55,30.85,887.6,,394.56,,0.08,,Cyprus
187,Cyprus,2002,7160.39,8519.08,8519.08,41.19,921.25,,396.17,,0.08,,Cyprus
188,Cyprus,2003,7550.08,8914.58,8914.58,52.54,917.71,,394.17,,0.09,,Cyprus
189,Cyprus,2004,7776.91,9144.37,9144.37,67.18,914.71,,385.47,,0.1,,Cyprus
190,Cyprus,2005,7961.98,9307.98,9307.98,92.6,894.25,,359.03,,0.12,,Cyprus
191,Cyprus,2006,8152.49,9567.55,9567.55,144.71,894.04,,376.18,,0.12,,Cyprus
192,Cyprus,2007,8458.66,9913.23,9913.23,169.82,915.52,,369.09,,0.14,,Cyprus
193,Cyprus,2008,8620.4,10093.27,10093.27,195.31,919.1,,358.32,,0.15,,Cyprus
194,Cyprus,2009,8372.4,9872.18,9872.18,221.84,921.27,,356.51,,0.16,,Cyprus
195,Cyprus,2010,8004.91,9571.66,9571.66,246.34,943.42,,376.83,,0.15,,Cyprus
196,Cyprus,2011,7696.67,9296.16,9296.16,274.7,962.21,,362.43,,0.15,,Cyprus
197,Cyprus,2012,7160.97,8769.37,8769.37,315.74,937.2,,355.29,,0.16,,Cyprus
198,Cyprus,2013,6449.61,8020.1,8020.1,324.7,918.04,,327.6,,0.15,,Cyprus
199,Cyprus,2014,6878.56,8453.77,8453.77,320.54,923.96,,330.57,,0.15,,Cyprus
200,Czech Republic,1990,161662.02,198621.24,196508.93,,23315.05,,11446.65,,85.22,,Czech Republic
201,Czech Republic,1991,146047.34,179630.55,177638.1,,21607.18,,9898.54,,85.05,,Czech Republic
202,Czech Republic,1992,141565.72,172740.63,170790.9,,20139.16,,8999.67,,86.35,,Czech Republic
203,Czech Republic,1993,135588.57,164865.69,162967.29,,19226.59,,8064.59,,87.55,,Czech Republic
204,Czech Republic,1994,129188.73,156919.27,155204.9,,18086.83,,7840.7,,88.64,,Czech Republic
205,Czech Republic,1995,129767.17,157350.4,155629.71,0.23,17744.94,,8027.72,0.01,89.65,,Czech Republic
206,Czech Republic,1996,132234.07,159496.56,157802.92,34.68,17564.91,,7869.55,0.47,99.24,,Czech Republic
207,Czech Republic,1997,128732.64,155548.73,153873.81,99.02,17105.08,,7838.49,1.56,97.02,,Czech Republic
208,Czech Republic,1998,123696.52,149574.35,148054.79,134.15,16431.88,,7694.96,1.53,95.75,,Czech Republic
209,Czech Republic,1999,115475.26,140428.95,139052.76,147.6,15771.02,,7561.35,0.84,96.69,,Czech Republic
210,Czech Republic,2000,125841.97,149753.58,148624.74,203.99,14896.96,,7568.75,3.95,109.13,,Czech Republic
211,Czech Republic,2001,125541.54,149273.39,148191.64,308.59,14582.7,,7650.74,8.54,99.54,,Czech Republic
212,Czech Republic,2002,122593.4,145622.97,144598.35,400.58,14091.92,,7375.06,15.43,121.95,,Czech Republic
213,Czech Republic,2003,126151.65,148967.24,147957.68,508.64,14100.16,,7044.6,7.27,145.35,,Czech Republic
