,country_or_area,year,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,nitrogen_trifluoride_nf3_emissions_in_kilotonne_co2_equivalent,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent,unspecified_mix_of_hydrofluorocarbons_hfcs_and_perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent,short_name
214,Czech Republic,2004,126876.92,149733.02,148765.44,602.47,13662.73,,7491.19,10.98,121.16,,Czech Republic
215,Czech Republic,2005,124590.14,147600.48,146556.43,700.77,14032.83,,7107.64,12.74,112.32,,Czech Republic
216,Czech Republic,2006,125923.4,149389.78,148334.15,937.23,14265.96,,7069.14,29.01,109.41,,Czech Republic
217,Czech Republic,2007,126933.16,150213.5,149205.28,1282.34,13800.57,,7067.66,27.03,94.53,,Czech Republic
218,Czech Republic,2008,121780.72,145567.08,144582.13,1511.87,14227.76,,6930.08,37.29,94.4,,Czech Republic
219,Czech Republic,2009,113970.03,137086.78,136167.94,1639.13,13800.63,,6616.85,44.14,97.15,,Czech Republic
220,Czech Republic,2010,115757.37,139148.95,138226.42,1947.71,13992.58,,6398.16,49.32,81.29,,Czech Republic
221,Czech Republic,2011,114113.15,137948.62,137003.69,2219.11,14017.04,,6557.25,10.72,86.43,,Czech Republic
222,Czech Republic,2012,109841.33,133778.91,132865.25,2395.39,14086.09,1.8,6441.22,8.74,90.68,,Czech Republic
223,Czech Republic,2013,106477.09,129786.73,128972.77,2621.18,13435.26,3.82,6335.43,6.61,93.38,,Czech Republic
224,Czech Republic,2014,101159.12,125033.11,124245.64,2830.38,13491.74,2.35,6660.69,5.34,96.01,,Czech Republic
225,Denmark,1990,54306.43,71470.18,70245.53,,8082.71,,7813.98,,42.41,,Denmark
226,Denmark,1991,64874.81,82163.93,80895.75,,8279.66,,7680.7,,60.58,,Denmark
227,Denmark,1992,58960.31,76260.99,75024.69,3.69,8364.65,,7610.88,,85.16,,Denmark
228,Denmark,1993,61038.67,78138.19,76926.08,102.29,8570.92,,7117.56,,96.64,,Denmark
229,Denmark,1994,64988.78,82064.66,80897.08,146.36,8437.69,,7207.6,0.07,116.58,,Denmark
230,Denmark,1995,61914.16,78984.87,77841.82,241.48,8497.61,,7085.35,0.63,102.58,,Denmark
231,Denmark,1996,75110.84,91956.1,90826.3,379.98,8608.32,,6666.75,2.09,58.31,,Denmark
232,Denmark,1997,65457.83,82264.67,81211.75,377.53,8506.8,,6794.52,5.2,69.87,,Denmark
233,Denmark,1998,61117.34,78033.55,77025.34,477.68,8572.25,,6789.73,11.47,56.87,,Denmark
234,Denmark,1999,58456.42,75520.27,74579.46,587.21,8465.65,,6992.44,15.74,62.01,,Denmark
235,Denmark,2000,54148.9,71007.93,70130.89,710.67,8355.11,,6837.49,22.57,56.15,,Denmark
236,Denmark,2001,55845.15,72757.12,71905.3,747.11,8611.92,,6645.02,27.91,28.2,,Denmark
237,Denmark,2002,55339.67,72260.11,71446.82,794.62,8534.71,,6726.28,28.01,23.53,,Denmark
238,Denmark,2003,60493.96,77212.64,76415.2,829.37,8547.45,,6490.23,24.59,29.59,,Denmark
239,Denmark,2004,54916.91,71072.68,70306.85,894.75,8392.88,,6050.83,20.53,30.94,,Denmark
240,Denmark,2005,51307.24,66594.68,65858.28,951.91,8148.67,,5411.65,18.77,20.05,,Denmark
241,Denmark,2006,59162.5,74321.36,73622.66,977.63,8038.4,,5389.36,21.15,33.62,,Denmark
242,Denmark,2007,54429.09,69661.18,69004.04,1010.2,8033.12,,5482.21,21.19,28.24,,Denmark
243,Denmark,2008,50935.67,65963.76,65335.99,1014.58,7888.33,,5449.49,18.44,29.46,,Denmark
244,Denmark,2009,48592.21,63066.66,62496.28,964.77,7736.95,,5148.0,19.98,34.37,,Denmark
245,Denmark,2010,48993.42,63499.84,62944.01,971.91,7786.92,,5137.16,18.67,35.93,,Denmark
246,Denmark,2011,43970.79,58244.36,57740.25,908.39,7642.0,,5133.77,15.76,69.54,,Denmark
247,Denmark,2012,39524.4,53408.41,52933.97,826.14,7484.7,,4974.3,12.25,112.18,,Denmark
248,Denmark,2013,41537.04,55435.04,54984.34,810.64,7380.67,,5114.31,10.9,130.79,,Denmark
249,Denmark,2014,37460.66,51206.67,50785.29,735.44,7362.97,,5084.61,8.66,132.96,,Denmark
250,Estonia,1990,36666.03,39965.17,39965.17,,1912.19,,1386.95,,,,Estonia
251,Estonia,1991,33662.37,36794.56,36794.56,,1825.52,,1306.62,,0.05,,Estonia
252,Estonia,1992,24187.83,26876.48,26876.48,17.51,1585.13,,1085.92,,0.09,,Estonia
253,Estonia,1993,18810.96,21001.97,21001.97,20.02,1349.79,,819.81,,1.39,,Estonia
254,Estonia,1994,19626.45,21713.16,21713.16,22.91,1287.77,,773.07,,2.97,,Estonia
255,Estonia,1995,17953.74,19934.79,19934.79,28.45,1246.81,,702.71,,3.07,,Estonia
256,Estonia,1996,18666.14,20631.75,20631.75,34.56,1265.14,,662.58,,3.33,,Estonia
257,Estonia,1997,18223.6,20262.16,20262.16,41.31,1318.57,,675.82,,2.85,,Estonia
258,Estonia,1998,16684.3,18705.82,18705.82,52.25,1280.36,,686.07,,2.85,,Estonia
259,Estonia,1999,15518.49,17358.5,17358.5,63.39,1197.48,,576.25,,2.88,,Estonia
260,Estonia,2000,15141.39,17061.85,17061.85,79.15,1237.39,,601.32,,2.61,,Estonia
261,Estonia,2001,15493.86,17473.02,17473.02,97.19,1278.6,,601.71,,1.67,,Estonia
262,Estonia,2002,15020.28,16930.09,16930.09,98.83,1229.78,,579.82,,1.38,,Estonia
263,Estonia,2003,16833.21,18782.36,18782.36,104.87,1233.42,,609.59,,1.27,,Estonia
264,Estonia,2004,17055.07,19055.49,19055.49,119.33,1247.52,,632.53,,1.04,,Estonia
265,Estonia,2005,16330.73,18297.67,18297.67,134.96,1209.5,,621.45,,1.03,,Estonia
266,Estonia,2006,15719.53,17686.47,17686.47,154.57,1192.15,,619.03,0.09,1.1,,Estonia
267,Estonia,2007,18755.65,20816.94,20816.94,170.37,1223.38,,666.54,0.08,0.92,,Estonia
268,Estonia,2008,17264.52,19374.62,19374.62,150.39,1213.68,,744.69,0.05,1.29,,Estonia
269,Estonia,2009,14153.01,16181.97,16181.97,157.53,1168.37,,701.68,,1.38,,Estonia
270,Estonia,2010,17833.78,19911.68,19911.68,175.43,1182.87,,717.87,,1.73,,Estonia
271,Estonia,2011,18449.93,20485.04,20485.04,183.0,1134.03,,716.3,,1.77,,Estonia
272,Estonia,2012,17304.64,19423.33,19423.33,193.03,1143.21,,780.57,,1.88,,Estonia
273,Estonia,2013,19566.37,21676.71,21676.71,206.46,1132.69,,769.16,,2.03,,Estonia
274,Estonia,2014,18918.72,21059.24,21059.24,216.52,1102.37,,819.53,,2.1,,Estonia
275,European Union,1990,4462205.14,5664845.84,5656504.16,29125.64,734491.06,23.78,388663.46,25369.66,10919.7,5705.72,Unknown
276,European Union,1991,4403723.16,5566394.79,5558236.56,29148.25,715378.7,25.49,370242.09,23023.08,11459.06,5236.72,Unknown
277,European Union,1992,4259922.81,5386789.05,5378840.53,31563.92,695017.25,27.37,355959.77,18844.42,12282.83,5222.15,Unknown
278,European Union,1993,4177106.51,5287674.68,5279950.94,34486.62,686376.82,29.45,345876.47,17891.05,12968.38,5215.64,Unknown
279,European Union,1994,4161321.32,5262577.91,5255113.72,39125.65,669301.26,32.49,348484.82,17217.94,14142.84,5487.39,Unknown
280,European Union,1995,4204480.86,5313164.02,5306108.25,43748.98,668698.05,43.48,351343.56,16805.54,15214.53,5773.25,Unknown
281,European Union,1996,4304793.28,5420397.75,5413299.63,50862.68,665079.34,69.42,356924.65,16147.64,15098.0,4324.62,Unknown
282,European Union,1997,4216524.73,5320564.72,5313562.01,58699.7,651528.74,103.42,353901.18,14975.29,13620.34,4208.6,Unknown
283,European Union,1998,4207666.03,5272462.07,5265845.71,60079.9,634900.16,116.82,331944.08,14155.14,12875.11,4108.46,Unknown
284,European Union,1999,4139002.99,5159735.32,5153484.85,51748.84,622775.45,60.79,311617.8,13770.44,10561.36,3947.18,Unknown
285,European Union,2000,4165145.44,5167968.22,5161668.59,52788.83,609440.98,115.81,309752.77,11800.29,10546.72,2077.74,Unknown
286,European Union,2001,4232036.86,5218920.55,5212778.66,52032.59,600252.51,82.37,306270.05,10572.47,9734.46,1797.34,Unknown
287,European Union,2002,4208860.12,5174907.87,5169047.5,55756.59,586079.5,133.94,295460.49,12287.15,8597.25,1872.46,Unknown
288,European Union,2003,4306103.94,5261522.71,5255793.44,62319.2,575051.65,146.82,292877.87,10162.3,8110.39,1021.26,Unknown
289,European Union,2004,4314560.87,5256647.34,5251101.6,65950.51,555673.07,132.43,297172.72,8610.46,8121.18,880.36,Unknown
290,European Union,2005,4290586.67,5216650.61,5211185.97,71802.26,543442.47,155.97,289132.47,7225.37,7929.75,911.02,Unknown
291,European Union,2006,4297988.16,5205374.7,5200036.32,76046.76,531707.94,141.02,279466.44,6435.83,7499.45,750.7,Unknown
292,European Union,2007,4244213.13,5146226.26,5141105.73,82129.68,520923.66,163.04,280033.58,5968.64,7108.09,565.91,Unknown
293,European Union,2008,4149624.3,5036304.24,5031461.29,89587.34,510421.89,149.15,269056.82,5119.14,6700.49,802.16,Unknown
294,European Union,2009,3814305.26,4672791.93,4668298.77,94070.22,495012.88,77.37,254094.41,3332.04,6296.5,1110.09,Unknown
295,European Union,2010,3933290.52,4780148.28,4775529.26,102676.19,484704.84,119.45,244135.5,3857.82,6378.67,366.27,Unknown
296,European Union,2011,3789763.64,4624392.12,4619894.87,105153.34,474490.82,127.22,239713.78,4225.77,6243.62,176.68,Unknown
297,European Union,2012,3728965.03,4558269.86,4553876.23,108206.16,469808.64,93.13,236629.02,3680.63,6311.54,182.08,Unknown
298,European Union,2013,3646389.53,4467372.64,4463077.62,110393.5,458525.67,68.49,237361.49,3939.09,6206.44,193.4,Unknown
299,European Union,2014,3463397.56,4282156.78,4278052.25,112215.15,452695.94,74.34,239890.17,3486.25,6140.89,151.95,Unknown
300,Finland,1990,56950.85,71338.56,71077.0,0.02,7744.72,,6328.72,0.21,52.48,,Finland
301,Finland,1991,55187.18,69069.95,68823.85,0.03,7714.3,,5881.94,0.24,40.16,,Finland
302,Finland,1992,54264.38,67657.26,67421.23,0.04,7669.45,,5461.41,0.27,25.67,,Finland
303,Finland,1993,56333.27,69898.93,69675.95,0.19,7707.98,,5614.45,0.31,19.75,,Finland
304,Finland,1994,61696.39,75401.54,75186.22,5.34,7674.1,,5786.16,0.36,23.86,,Finland
305,Finland,1995,58126.25,71848.42,71644.3,26.9,7469.56,,5984.2,0.42,36.98,,Finland
306,Finland,1996,64038.92,77635.9,77446.13,74.19,7392.08,,5886.3,0.48,54.16,,Finland
307,Finland,1997,62698.09,76216.93,76038.33,149.49,7308.34,,5831.76,0.55,50.11,,Finland
308,Finland,1998,59351.5,72547.8,72378.98,247.08,7062.38,,5678.77,0.63,38.62,,Finland
309,Finland,1999,58872.93,71916.27,71755.4,330.63,6911.89,,5573.5,35.69,30.76,,Finland
310,Finland,2000,56973.35,70009.5,69855.01,559.32,6661.1,,5621.96,13.23,26.06,,Finland
311,Finland,2001,62442.64,75324.06,75171.39,592.12,6519.03,,5569.39,22.68,25.53,,Finland
312,Finland,2002,64946.47,77740.96,77600.2,634.02,6301.45,,5676.42,16.5,25.34,,Finland
313,Finland,2003,72522.59,85219.3,85082.58,635.74,6092.65,,5787.7,18.32,25.57,,Finland
314,Finland,2004,68821.81,81433.97,81300.62,688.65,5907.36,,5844.57,14.39,23.84,,Finland
315,Finland,2005,56912.31,69548.86,69426.57,895.42,5659.29,,5921.38,15.97,22.19,,Finland
316,Finland,2006,68201.91,80739.07,80616.22,910.55,5731.24,,5725.75,19.21,27.56,,Finland
317,Finland,2007,66531.72,79212.74,79096.33,1149.94,5591.49,,5793.79,10.21,19.17,,Finland
318,Finland,2008,58461.63,71324.58,71219.44,1338.79,5460.82,,5917.61,13.93,26.66,,Finland
319,Finland,2009,55635.58,67670.29,67575.3,1425.56,5404.96,,5070.9,11.58,26.71,,Finland
320,Finland,2010,63828.02,75930.97,75835.02,1820.34,5487.22,,4676.58,1.06,21.79,,Finland
321,Finland,2011,56478.75,68033.97,67947.08,1587.9,5306.53,,4547.93,2.3,23.67,,Finland
322,Finland,2012,50983.27,62403.75,62320.64,1517.25,5264.88,,4527.42,5.66,22.16,,Finland
323,Finland,2013,51834.7,63276.89,63196.6,1612.49,5122.63,,4589.42,6.66,30.7,,Finland
324,Finland,2014,47597.73,59105.08,59028.99,1743.28,5016.97,,4626.45,10.3,34.25,,Finland
325,France,1990,400652.62,551057.03,549064.8,4402.2,68916.25,16.48,67665.1,5190.39,2221.77,,France
326,France,1991,425042.92,577151.66,575242.64,5124.38,69716.52,18.13,68232.75,4810.47,2297.48,,France
327,France,1992,414955.08,565981.29,564121.5,4417.81,69656.0,19.94,67817.21,4906.24,2349.23,,France
328,France,1993,394334.83,543333.15,541583.88,2936.38,70105.27,21.94,66951.89,4831.99,2401.59,,France
329,France,1994,394536.96,542394.75,540655.79,1952.57,70218.69,24.13,67047.13,4313.41,2562.89,,France
330,France,1995,401571.23,550558.1,548820.13,1912.11,71037.6,26.54,68570.36,3069.28,2633.01,,France
331,France,1996,414013.07,565422.01,563711.59,3259.84,70531.73,48.59,70355.99,2810.7,2691.67,,France
332,France,1997,407475.11,558839.49,557135.2,4111.59,69338.0,72.83,70521.28,2918.66,2697.74,,France
333,France,1998,429051.5,575083.63,573371.79,4349.23,69651.5,89.7,64007.59,3410.29,2811.97,,France
334,France,1999,420506.32,562048.36,560359.38,5383.41,69712.18,28.41,58037.05,4206.32,2485.68,,France
335,France,2000,417116.54,558215.97,556461.3,6642.95,70804.66,19.89,56512.07,2985.41,2379.77,,France
336,France,2001,417864.71,558213.52,556514.39,8086.23,69813.14,28.45,56147.55,2640.89,1933.43,,France
337,France,2002,413569.25,552270.73,550666.93,9397.31,68554.55,35.54,53345.29,4162.09,1602.9,,France
338,France,2003,422312.88,558762.92,557264.3,10764.99,67193.67,30.47,51538.41,3838.78,1585.09,,France
339,France,2004,423168.64,556057.01,554620.23,11754.87,65595.17,35.54,49822.93,2626.78,1616.31,,France
340,France,2005,428557.61,559398.81,557991.59,12676.03,64648.97,31.27,48969.45,1748.25,1360.01,,France
341,France,2006,417662.68,547645.15,546295.99,13686.27,64334.06,29.76,47876.62,1450.32,1256.29,,France
342,France,2007,408508.59,538725.79,537505.38,14595.13,63982.09,42.11,48057.04,1167.35,1153.07,,France
343,France,2008,401878.86,531834.05,530720.36,15788.19,64028.11,46.35,47099.12,765.67,1114.04,,France
344,France,2009,383957.62,511294.61,510304.29,16311.61,62891.01,24.96,45642.34,546.73,930.02,,France
345,France,2010,394235.67,519972.33,518939.63,17363.8,62525.87,32.13,43316.63,605.29,860.24,,France
346,France,2011,368183.44,492623.16,491554.29,18579.79,61629.46,31.36,41732.07,761.96,636.21,,France
347,France,2012,370491.15,493928.8,492924.89,18987.86,60127.51,20.4,41875.31,778.27,644.38,,France
348,France,2013,369985.59,492151.89,491159.27,19170.74,59044.22,10.63,41715.5,657.61,574.97,,France
349,France,2014,341152.53,465369.53,464417.8,19398.68,59761.95,10.63,43031.34,591.71,470.95,,France
350,Germany,1990,1052238.23,1249828.65,1249828.65,50.32,119234.77,6.88,65188.85,3060.23,4343.64,5705.72,Germany
351,Germany,1991,1014119.72,1203219.26,1203219.26,45.92,113697.66,6.88,62711.85,2654.62,4745.88,5236.72,Germany
352,Germany,1992,965790.84,1152900.33,1152900.33,287.56,110261.12,6.88,63686.85,2407.12,5237.81,5222.15,Germany
353,Germany,1993,955977.6,1143674.9,1143674.9,2492.86,110830.33,6.88,60921.62,2256.39,5973.59,5215.64,Germany
354,Germany,1994,939207.33,1124257.53,1124257.53,2683.1,106948.2,6.88,61756.64,1918.78,6249.23,5487.39,Germany
355,Germany,1995,938148.09,1120943.9,1120943.9,2606.07,104722.35,5.29,61135.98,2085.72,6467.15,5773.25,Germany
356,Germany,1996,958368.72,1138767.66,1138767.66,3392.98,102065.9,7.22,62404.53,2041.19,6162.49,4324.62,Germany
357,Germany,1997,930768.56,1104243.75,1104243.75,4134.2,97821.41,7.85,59540.8,1653.48,6108.84,4208.6,Germany
358,Germany,1998,922778.54,1078643.5,1078643.5,4837.33,92582.83,7.58,46658.05,1781.79,5888.91,4108.46,Germany
359,Germany,1999,895336.79,1045419.71,1045419.71,5161.16,91950.88,6.69,43242.49,1484.77,4289.75,3947.18,Germany
360,Germany,2000,899284.99,1043294.43,1043294.43,5972.05,87647.83,8.92,43274.08,956.32,4072.5,2077.74,Germany
361,Germany,2001,915634.44,1058070.1,1058070.1,7346.29,83997.31,7.82,44665.52,869.6,3751.78,1797.34,Germany
362,Germany,2002,899161.57,1036942.44,1036942.44,7943.21,80070.72,12.22,43849.57,945.65,3087.04,1872.46,Germany
363,Germany,2003,900377.59,1033727.66,1033727.66,8102.16,76675.51,19.38,43482.07,1015.53,3034.16,1021.26,Germany
364,Germany,2004,886344.63,1017294.03,1017294.03,8546.58,71621.03,22.81,45657.66,977.4,3243.55,880.36,Germany
365,Germany,2005,865958.51,991848.69,991848.69,8752.63,68393.12,34.49,43642.29,836.77,3319.87,911.02,Germany
366,Germany,2006,877422.46,999043.9,999043.9,9135.86,64446.01,27.84,43351.06,668.47,3241.5,750.7,Germany
367,Germany,2007,850795.72,971998.33,971998.33,9422.42,62176.44,12.02,45257.89,587.34,3180.59,565.91,Germany
368,Germany,2008,853229.94,973942.17,973942.17,9368.03,61206.59,29.6,45768.64,566.0,2971.21,802.16,Germany
369,Germany,2009,788422.44,906423.03,906423.03,9613.58,58947.98,29.08,44969.99,405.9,2923.98,1110.09,Germany
370,Germany,2010,832259.2,941038.69,941038.69,9914.69,58092.17,61.43,36952.51,345.37,3047.04,366.27,Germany
371,Germany,2011,812483.22,921829.74,921829.74,10353.26,56966.47,61.21,38347.32,278.51,3163.07,176.68,Germany
372,Germany,2012,817031.44,926338.36,926338.36,10547.63,57647.41,35.21,37497.49,242.2,3154.89,182.08,Germany
373,Germany,2013,835792.63,945150.95,945150.95,10569.43,56975.08,16.03,38084.92,258.24,3261.2,193.4,Germany
374,Germany,2014,792902.79,901763.94,901763.94,10750.37,55527.86,20.28,38780.29,234.23,3396.17,151.95,Germany
375,Greece,1990,83403.72,104716.49,104716.49,1182.82,12534.12,,7402.64,190.26,2.93,,Greece
376,Greece,1991,83390.35,104767.84,104767.84,1400.08,12513.65,,7269.55,191.19,3.02,,Greece
377,Greece,1992,84949.03,106017.54,106017.54,1149.07,12598.71,,7129.88,187.74,3.11,,Greece
378,Greece,1993,84263.01,105565.32,105565.32,2032.44,12589.36,,6564.38,112.94,3.2,,Greece
379,Greece,1994,86425.86,108402.56,108402.56,2712.11,12710.8,,6480.19,70.31,3.29,,Greece
380,Greece,1995,86980.65,110704.11,110704.11,4157.38,12830.01,,6669.81,62.85,3.42,,Greece
381,Greece,1996,89134.43,113843.05,113843.05,4820.17,12984.3,,6846.91,53.73,3.51,,Greece
382,Greece,1997,93839.87,118682.45,118682.45,5166.49,12860.52,,6686.39,125.64,3.56,,Greece
383,Greece,1998,98663.19,124288.89,124288.89,5767.51,13077.55,,6621.56,155.48,3.6,,Greece
384,Greece,1999,97979.78,124462.64,124462.64,6721.15,13048.39,,6604.32,105.31,3.69,,Greece
385,Greece,2000,103019.66,127570.61,127570.61,5261.83,12816.99,,6346.05,122.26,3.81,,Greece
386,Greece,2001,105407.31,128248.68,128248.68,4781.39,11764.28,,6207.73,84.1,3.88,,Greece
387,Greece,2002,105051.47,128161.0,128161.0,5090.07,11754.76,,6172.36,88.29,4.06,,Greece
388,Greece,2003,109126.57,131655.18,131655.18,4733.36,11651.67,,6050.25,89.28,4.06,,Greece
389,Greece,2004,109571.06,132286.02,132286.02,4927.91,11640.4,,6054.53,87.86,4.26,,Greece
390,Greece,2005,113219.82,135924.23,135924.23,5077.45,11646.33,,5882.95,91.51,6.16,,Greece
391,Greece,2006,111777.74,132065.26,132065.26,2722.45,11739.04,,5730.83,87.21,7.98,,Greece
392,Greece,2007,114127.55,134852.84,134852.84,3245.14,11542.28,,5825.36,103.04,9.46,,Greece
393,Greece,2008,110255.77,131199.95,131199.95,3710.35,11496.73,,5610.97,118.95,7.18,,Greece
394,Greece,2009,103969.78,124697.2,124697.2,3964.12,11340.97,,5325.96,91.35,5.02,,Greece
395,Greece,2010,97035.08,118626.52,118626.52,4388.67,11540.64,,5526.83,129.44,5.86,,Greece
396,Greece,2011,94102.94,115576.78,115576.78,4661.66,11378.91,,5317.62,110.53,5.13,,Greece
397,Greece,2012,90710.57,112086.44,112086.44,5061.78,11249.21,,4912.06,147.77,5.05,,Greece
398,Greece,2013,82910.63,104564.03,104564.03,5650.22,11155.03,,4670.44,172.56,5.15,,Greece
399,Greece,2014,79628.27,101298.18,101298.18,5758.13,11086.14,,4686.09,134.63,4.92,,Greece
400,Hungary,1990,73115.2,94133.97,94133.97,,11967.24,,8664.92,375.72,10.89,,Hungary
401,Hungary,1991,69392.73,87301.07,87301.07,,11674.02,,5898.47,323.6,12.26,,Hungary
402,Hungary,1992,62050.13,77312.17,77312.17,3.71,10397.7,,4661.37,180.04,19.22,,Hungary
403,Hungary,1993,63174.98,78134.89,78134.89,3.71,9872.86,,4857.52,194.58,31.23,,Hungary
404,Hungary,1994,61568.37,77026.12,77026.12,18.58,9389.62,,5798.26,212.19,39.09,,Hungary
405,Hungary,1995,61354.46,75705.78,75705.78,41.65,9034.23,,5000.68,222.72,52.04,,Hungary
406,Hungary,1996,62950.25,78015.96,78015.96,54.51,9165.19,,5569.09,212.81,64.13,,Hungary
407,Hungary,1997,61549.91,76553.81,76553.81,120.84,9026.82,,5564.32,212.28,79.63,,Hungary
408,Hungary,1998,61087.76,76067.06,76067.06,202.78,8933.21,,5485.93,263.73,93.64,,Hungary
409,Hungary,1999,61593.14,76610.5,76610.5,373.0,8998.23,,5283.62,287.03,75.47,,Hungary
410,Hungary,2000,58336.81,73556.69,73556.69,273.44,8957.82,,5621.47,283.11,84.04,,Hungary
411,Hungary,2001,59995.73,75679.35,75679.35,355.94,8897.43,,6080.43,266.85,82.96,,Hungary
412,Hungary,2002,58968.23,74153.58,74153.58,447.15,9011.5,,5388.09,271.91,66.71,,Hungary
413,Hungary,2003,61766.84,77192.4,77192.4,579.92,9131.89,,5380.93,254.41,78.4,,Hungary
414,Hungary,2004,60231.66,76126.47,76126.47,704.42,8603.56,,6221.69,269.43,95.7,,Hungary
415,Hungary,2005,60329.51,75933.28,75933.28,804.02,8443.38,,5981.6,280.52,94.26,,Hungary
416,Hungary,2006,59751.73,74880.31,74880.31,948.67,8350.82,,5718.97,3.18,106.94,,Hungary
417,Hungary,2007,58419.04,73091.62,73091.62,1033.27,8307.58,,5206.03,4.54,121.16,,Hungary
418,Hungary,2008,57325.16,71340.37,71340.37,1163.87,8251.38,,4486.94,4.8,108.21,,Hungary
