,country_or_area,year,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,nitrogen_trifluoride_nf3_emissions_in_kilotonne_co2_equivalent,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent,unspecified_mix_of_hydrofluorocarbons_hfcs_and_perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent,short_name
419,Hungary,2009,51630.69,65082.92,65082.92,1118.16,8090.38,,4149.46,3.7,90.54,,Hungary
420,Hungary,2010,52108.89,65523.69,65523.69,1223.01,8036.88,,4054.66,1.52,98.72,,Hungary
421,Hungary,2011,50272.87,63808.01,63808.01,1345.29,7821.17,,4259.61,2.16,106.92,,Hungary
422,Hungary,2012,46774.94,60106.9,60106.9,1184.63,7824.92,,4200.48,1.72,120.2,,Hungary
423,Hungary,2013,43930.88,57553.83,57553.83,1280.34,7618.5,,4599.5,1.69,122.92,,Hungary
424,Hungary,2014,43573.41,57225.16,57225.16,1428.16,7613.97,,4503.56,1.96,104.1,,Hungary
425,Iceland,1990,2106.03,3633.56,3633.56,,521.75,,510.04,494.64,1.1,,Iceland
426,Iceland,1991,2042.94,3463.44,3463.44,,516.62,,492.03,410.61,1.24,,Iceland
427,Iceland,1992,2172.62,3341.99,3341.99,,522.84,,462.25,183.04,1.24,,Iceland
428,Iceland,1993,2294.5,3392.56,3392.56,1.46,532.45,,474.66,88.24,1.24,,Iceland
429,Iceland,1994,2248.37,3328.37,3328.37,2.34,543.44,,480.45,52.53,1.24,,Iceland
430,Iceland,1995,2299.61,3389.0,3389.0,10.23,540.03,,468.53,69.36,1.24,,Iceland
431,Iceland,1996,2385.91,3472.18,3472.18,18.59,548.37,,488.42,29.64,1.24,,Iceland
432,Iceland,1997,2450.24,3610.86,3610.86,28.76,548.49,,485.04,97.08,1.24,,Iceland
433,Iceland,1998,2450.23,3754.77,3754.77,43.21,560.86,,486.9,212.33,1.24,,Iceland
434,Iceland,1999,2655.39,3980.85,3980.85,48.83,566.02,,505.19,204.17,1.24,,Iceland
435,Iceland,2000,2728.94,3962.77,3962.77,43.24,558.84,,480.54,149.89,1.31,,Iceland
436,Iceland,2001,2710.29,3911.35,3911.35,48.64,570.08,,472.97,108.05,1.31,,Iceland
437,Iceland,2002,2795.91,3936.9,3936.9,46.08,566.72,,441.38,85.51,1.31,,Iceland
438,Iceland,2003,2792.72,3918.59,3918.59,56.74,564.31,,433.03,70.47,1.31,,Iceland
439,Iceland,2004,2837.03,3940.12,3940.12,60.25,566.08,,429.98,45.48,1.31,,Iceland
440,Iceland,2005,2797.31,3897.69,3897.69,69.98,561.8,,435.31,30.76,2.52,,Iceland
441,Iceland,2006,2939.28,4454.03,4454.03,70.27,589.05,,460.13,392.79,2.52,,Iceland
442,Iceland,2007,3236.9,4714.82,4714.82,74.05,591.16,,478.46,331.39,2.86,,Iceland
443,Iceland,2008,3567.21,5140.34,5140.34,85.01,586.61,,487.12,411.38,3.01,,Iceland
444,Iceland,2009,3521.89,4855.77,4855.77,114.16,583.35,,453.3,180.05,3.02,,Iceland
445,Iceland,2010,3383.55,4730.35,4730.35,148.74,583.73,,438.0,171.67,4.66,,Iceland
446,Iceland,2011,3298.57,4520.22,4520.22,146.14,565.84,,432.11,74.52,3.05,,Iceland
447,Iceland,2012,3290.58,4550.4,4550.4,173.36,545.99,,441.15,94.0,5.32,,Iceland
448,Iceland,2013,3301.8,4534.66,4534.66,169.6,546.33,,425.58,88.16,3.2,,Iceland
449,Iceland,2014,3272.21,4596.85,4596.85,162.92,592.49,,467.98,99.03,2.22,,Iceland
450,Ireland,1990,32768.53,56168.55,56087.84,1.23,14881.83,,8402.25,0.12,33.88,,Ireland
451,Ireland,1991,33508.44,56905.95,56825.69,1.41,15060.95,,8206.15,9.87,38.87,,Ireland
452,Ireland,1992,33344.1,56889.42,56809.11,1.65,15172.99,,8226.89,19.62,43.86,,Ireland
453,Ireland,1993,33574.97,57164.08,57083.63,3.59,15185.06,,8227.98,39.11,52.9,,Ireland
454,Ireland,1994,34696.49,58450.6,58368.88,10.96,15111.28,,8429.6,58.61,61.95,,Ireland
455,Ireland,1995,35718.75,59872.75,59791.07,103.19,15129.79,4.37,8658.24,97.61,79.11,,Ireland
456,Ireland,1996,37335.11,62002.15,61919.5,171.07,15369.99,4.72,8807.87,133.29,97.46,,Ireland
457,Ireland,1997,38675.59,63517.3,63432.53,283.86,15348.94,6.11,8822.9,169.01,126.12,,Ireland
458,Ireland,1998,40572.18,66003.25,65921.27,374.29,15593.89,4.19,9208.77,79.22,88.74,,Ireland
459,Ireland,1999,42302.09,67141.75,67064.22,376.41,15104.36,3.79,8958.57,254.82,64.19,,Ireland
460,Ireland,2000,45123.34,69324.96,69251.35,456.66,14532.2,49.17,8640.47,397.76,51.76,,Ireland
461,Ireland,2001,47482.72,71393.92,71314.79,590.2,14585.98,21.78,8189.97,379.51,64.63,,Ireland
462,Ireland,2002,45952.73,69371.23,69292.62,607.01,14525.99,46.58,7827.93,267.89,64.48,,Ireland
463,Ireland,2003,45554.32,69613.8,69540.65,685.72,15178.87,46.63,7679.2,285.95,109.95,,Ireland
464,Ireland,2004,46042.4,68932.67,68855.75,682.54,14248.85,18.08,7563.72,234.81,65.34,,Ireland
465,Ireland,2005,47952.2,70396.33,70321.21,678.88,13980.91,28.38,7367.67,216.39,96.78,,Ireland
466,Ireland,2006,47405.97,69795.17,69714.62,899.16,13992.23,28.21,7137.9,190.96,60.21,,Ireland
467,Ireland,2007,47493.13,69083.2,68995.46,906.28,13363.27,37.67,6964.07,168.1,62.94,,Ireland
468,Ireland,2008,47175.54,68451.0,68373.6,845.81,13206.66,,6954.77,136.14,54.69,,Ireland
469,Ireland,2009,41996.32,62859.38,62786.98,915.14,12870.74,,6881.96,83.63,39.18,,Ireland
470,Ireland,2010,41558.28,62299.01,62235.15,932.08,12632.79,,7032.35,46.58,33.08,,Ireland
471,Ireland,2011,37895.2,58194.67,58130.3,955.22,12594.4,,6624.15,15.88,45.45,,Ireland
472,Ireland,2012,38031.62,58685.21,58622.8,948.64,12891.04,0.78,6703.77,9.56,37.39,,Ireland
473,Ireland,2013,37049.42,58546.73,58481.61,1070.05,13224.5,0.9,7084.87,8.32,43.53,,Ireland
474,Ireland,2014,36559.07,58253.67,58189.15,1155.42,13433.35,0.96,6985.06,9.0,46.29,,Ireland
475,Italy,1990,436204.25,521920.6,521920.6,444.0,54530.77,,27427.12,2906.86,407.61,,Italy
476,Italy,1991,435938.61,523489.81,523489.81,449.3,55829.68,,28332.31,2509.91,430.0,,Italy
477,Italy,1992,435535.84,519982.78,519982.78,453.4,53903.33,,27839.65,1818.77,431.79,,Italy
478,Italy,1993,429158.01,513611.62,513611.62,449.28,53531.24,,28357.67,1672.06,443.36,,Italy
479,Italy,1994,421404.1,505566.54,505566.54,588.83,53920.31,,27744.06,1422.7,486.54,,Italy
480,Italy,1995,447201.17,533449.77,533449.77,813.44,54531.96,,28789.09,1450.33,663.78,,Italy
481,Italy,1996,440235.51,526825.54,526825.54,551.05,55293.87,,28823.59,1180.36,741.15,,Italy
482,Italy,1997,444055.43,532739.93,532739.93,957.97,55889.9,,29840.05,1211.46,785.11,,Italy
483,Italy,1998,454967.63,543800.43,543800.43,1476.8,55449.69,4.64,29975.39,1259.29,666.98,,Italy
484,Italy,1999,459840.64,549495.23,549495.23,1956.03,55371.72,12.21,30573.28,1265.46,475.9,,Italy
485,Italy,2000,465175.07,554479.29,554479.29,2098.16,55514.81,25.63,29716.61,1388.29,560.73,,Italy
486,Italy,2001,471124.28,561600.33,561600.33,2735.61,55366.39,12.79,30007.73,1502.53,851.02,,Italy
487,Italy,2002,473504.06,561887.95,561887.95,3466.48,53345.47,28.06,29313.73,1491.23,738.93,,Italy
488,Italy,2003,489595.51,578126.37,578126.37,4281.46,52723.4,27.84,29067.96,1882.18,548.03,,Italy
489,Italy,2004,492746.26,580725.58,580725.58,5122.71,50476.12,28.86,29818.94,1950.88,581.81,,Italy
490,Italy,2005,490914.26,578904.44,578904.44,5998.32,50821.11,33.38,28650.32,1939.95,547.1,,Italy
491,Italy,2006,486594.07,569054.8,569054.8,6810.98,49344.36,22.2,23780.74,1935.14,567.31,,Italy
492,Italy,2007,478237.71,561137.59,561137.59,7649.88,49560.5,11.57,23342.09,1886.2,449.62,,Italy
493,Italy,2008,467933.59,549452.73,549452.73,8379.2,49053.3,18.79,21862.66,1712.39,492.81,,Italy
494,Italy,2009,418881.08,498894.66,498894.66,9094.79,48435.64,17.97,20780.95,1215.36,468.87,,Italy
495,Italy,2010,428879.68,508424.1,508424.1,9725.27,47942.26,20.17,19945.78,1520.39,390.55,,Italy
496,Italy,2011,416499.53,494789.58,494789.58,10326.38,46314.01,27.78,19522.54,1661.28,438.06,,Italy
497,Italy,2012,389340.76,468717.92,468717.92,10844.35,46521.33,24.93,20045.13,1499.21,442.2,,Italy
498,Italy,2013,362063.65,438887.37,438887.37,11501.96,44074.41,25.7,19099.73,1705.41,416.51,,Italy
499,Italy,2014,342826.68,418587.21,418587.21,11977.71,43252.03,28.17,18584.73,1564.34,353.55,,Italy
500,Japan,1990,1155993.62,1270742.95,1270742.95,15932.31,48582.35,32.89,30812.41,6539.3,12850.07,,Japan
501,Japan,1991,1164474.35,1280937.7,1280937.7,17349.61,46856.51,32.89,30511.38,7506.92,14206.04,,Japan
502,Japan,1992,1174619.01,1294404.6,1294404.6,17767.22,48083.26,32.89,30649.1,7617.29,15635.82,,Japan
503,Japan,1993,1167714.72,1285876.66,1285876.66,18129.16,42802.57,43.85,30541.59,10942.8,15701.97,,Japan
504,Japan,1994,1228936.69,1358267.68,1358267.68,21051.9,47890.25,76.74,31848.68,13443.46,15019.96,,Japan
505,Japan,1995,1242494.02,1379924.54,1379924.54,25213.13,45806.84,202.81,32150.3,17609.92,16447.52,,Japan
506,Japan,1996,1255264.2,1393109.44,1393109.44,24597.86,44503.17,194.27,33269.57,18258.18,17022.19,,Japan
507,Japan,1997,1253057.31,1389906.99,1389906.99,24436.53,43678.96,172.78,34066.6,19984.28,14510.54,,Japan
508,Japan,1998,1218257.76,1345840.24,1345840.24,23741.88,41366.23,172.65,32509.14,16568.48,13224.1,,Japan
509,Japan,1999,1253082.15,1367886.09,1367886.09,24368.06,41431.09,282.59,26427.53,13118.06,9176.62,,Japan
510,Japan,2000,1274297.99,1386713.84,1386713.84,22851.86,41474.3,186.01,28999.21,11873.11,7031.36,,Japan
511,Japan,2001,1257384.56,1358715.51,1358715.51,19462.34,40248.04,195.05,25481.03,9878.47,6066.02,,Japan
512,Japan,2002,1294399.2,1390331.14,1390331.14,16236.29,39471.6,271.72,25017.41,9199.44,5735.48,,Japan
513,Japan,2003,1299490.61,1392702.15,1392702.15,16228.32,37561.3,299.14,24862.27,8854.21,5406.31,,Japan
514,Japan,2004,1298433.89,1389593.19,1389593.19,12420.81,39000.21,367.36,24895.58,9216.64,5258.7,,Japan
515,Japan,2005,1305938.82,1397101.82,1397101.82,12781.74,38938.22,1249.87,24516.81,8623.35,5053.01,,Japan
516,Japan,2006,1285177.84,1377861.94,1377861.94,14626.96,38194.76,1093.43,24541.27,8998.78,5228.9,,Japan
517,Japan,2007,1319799.19,1412795.07,1412795.07,16707.07,38451.22,1210.12,23977.17,7916.85,4733.45,,Japan
518,Japan,2008,1235455.81,1327168.53,1327168.53,19284.82,38239.05,1173.16,23095.12,5743.4,4177.17,,Japan
519,Japan,2009,1162606.19,1251003.58,1251003.58,20937.11,37169.97,1166.68,22630.14,4046.87,2446.63,,Japan
520,Japan,2010,1212970.23,1304902.64,1304902.64,23304.97,38272.26,1369.46,22312.32,4249.54,2423.87,,Japan
521,Japan,2011,1261862.94,1354616.01,1354616.01,26071.2,37281.7,1561.3,21835.79,3755.45,2247.64,,Japan
522,Japan,2012,1296186.36,1390339.97,1390339.97,29348.39,36452.82,1255.57,21425.97,3436.33,2234.54,,Japan
523,Japan,2013,1311509.15,1407883.23,1407883.23,32087.66,36065.69,1360.96,21477.9,3280.06,2101.81,,Japan
524,Japan,2014,1265490.61,1363862.31,1363862.31,35784.94,35481.87,830.72,20848.33,3361.43,2064.41,,Japan
525,Latvia,1990,19794.29,26397.4,26353.97,,3671.26,,2888.42,,,,Latvia
526,Latvia,1991,18021.2,24414.17,24373.12,,3618.13,,2733.79,,,,Latvia
527,Latvia,1992,14244.65,19621.76,19583.51,,3127.74,,2211.11,,,,Latvia
528,Latvia,1993,11966.15,16186.04,16149.86,,2399.59,,1784.12,,,,Latvia
529,Latvia,1994,10399.14,14279.71,14244.25,,2221.66,,1623.45,,,,Latvia
530,Latvia,1995,9141.35,12859.16,12824.99,11.5,2195.31,,1476.64,,0.17,,Latvia
531,Latvia,1996,9216.38,12908.46,12876.02,12.59,2149.66,,1497.21,,0.18,,Latvia
532,Latvia,1997,8677.55,12343.19,12312.71,12.73,2114.38,,1507.69,,0.37,,Latvia
533,Latvia,1998,8300.6,11831.07,11802.14,15.33,2020.45,,1465.25,,0.52,,Latvia
534,Latvia,1999,7709.05,11037.64,11009.66,17.07,1886.83,,1396.0,,0.71,,Latvia
535,Latvia,2000,7069.94,10460.68,10434.29,20.46,1922.68,,1420.33,,0.88,,Latvia
536,Latvia,2001,7480.5,11060.08,11034.15,23.92,2011.13,,1517.21,,1.39,,Latvia
537,Latvia,2002,7508.74,11032.01,11005.66,27.2,1988.24,,1478.85,,2.62,,Latvia
538,Latvia,2003,7703.77,11185.66,11164.6,31.18,1894.33,,1532.56,,2.76,,Latvia
539,Latvia,2004,7709.46,11175.6,11155.28,47.54,1871.49,,1523.55,,3.25,,Latvia
540,Latvia,2005,7790.4,11395.93,11374.3,63.48,1929.45,,1587.19,,3.78,,Latvia
541,Latvia,2006,8289.21,11911.37,11894.92,98.09,1906.51,,1597.04,,4.07,,Latvia
542,Latvia,2007,8610.26,12376.98,12359.04,123.59,1967.58,,1653.07,,4.55,,Latvia
543,Latvia,2008,8184.97,11953.99,11936.77,142.02,1962.6,,1641.94,,5.23,,Latvia
544,Latvia,2009,7443.29,11233.81,11217.47,152.14,1944.0,,1670.71,,7.33,,Latvia
545,Latvia,2010,8524.09,12373.12,12357.47,164.42,1949.62,,1711.99,,7.35,,Latvia
546,Latvia,2011,7807.66,11634.57,11624.15,184.97,1897.77,,1726.28,,7.47,,Latvia
547,Latvia,2012,7521.12,11526.21,11513.9,190.21,1971.19,,1823.61,,7.78,,Latvia
548,Latvia,2013,7353.22,11450.93,11435.77,204.35,2010.24,,1859.45,,8.5,,Latvia
549,Latvia,2014,7158.72,11393.29,11373.09,212.06,2082.21,,1911.52,,8.58,,Latvia
550,Liechtenstein,1990,198.78,,229.18,0.0,19.54,,10.86,,,,Liechtenstein
551,Liechtenstein,1991,206.15,,236.65,0.01,19.43,,11.07,0.0,,,Liechtenstein
552,Liechtenstein,1992,206.78,,236.88,0.09,19.04,,10.97,0.0,,,Liechtenstein
553,Liechtenstein,1993,214.87,,244.01,0.2,18.21,,10.73,0.0,,,Liechtenstein
554,Liechtenstein,1994,200.96,,230.58,0.51,18.41,,10.69,0.0,,,Liechtenstein
555,Liechtenstein,1995,204.06,,234.32,1.35,18.31,,10.6,0.0,,,Liechtenstein
556,Liechtenstein,1996,205.81,,236.83,1.72,18.74,,10.56,0.0,,,Liechtenstein
557,Liechtenstein,1997,218.24,,249.34,2.11,18.42,,10.57,0.0,,,Liechtenstein
558,Liechtenstein,1998,229.12,,260.34,2.73,18.24,,10.25,0.0,,,Liechtenstein
559,Liechtenstein,1999,226.45,,257.4,3.34,17.6,,9.99,0.01,0.0,,Liechtenstein
560,Liechtenstein,2000,216.75,,248.17,4.1,17.37,,9.85,0.01,0.09,,Liechtenstein
561,Liechtenstein,2001,214.59,,247.66,4.94,18.04,,9.91,0.02,0.17,,Liechtenstein
562,Liechtenstein,2002,219.95,,254.08,5.47,18.35,,10.05,0.02,0.24,,Liechtenstein
563,Liechtenstein,2003,229.27,,264.28,6.13,18.55,,10.05,0.04,0.25,,Liechtenstein
564,Liechtenstein,2004,229.3,,264.91,6.96,18.62,,9.72,0.05,0.26,,Liechtenstein
565,Liechtenstein,2005,228.97,,265.83,7.36,19.31,,9.86,0.07,0.26,,Liechtenstein
566,Liechtenstein,2006,231.22,,269.24,7.81,20.03,,10.04,0.08,0.06,,Liechtenstein
567,Liechtenstein,2007,200.92,,240.18,8.49,20.46,,10.1,0.08,0.11,,Liechtenstein
568,Liechtenstein,2008,219.7,,260.35,9.19,20.75,,10.28,0.08,0.35,,Liechtenstein
569,Liechtenstein,2009,205.59,,245.76,9.34,20.47,,10.15,0.07,0.14,,Liechtenstein
570,Liechtenstein,2010,191.05,,231.23,10.25,19.93,,9.91,0.07,0.02,,Liechtenstein
571,Liechtenstein,2011,177.09,,218.61,10.77,20.37,,10.3,0.06,0.01,,Liechtenstein
572,Liechtenstein,2012,185.63,,228.19,11.5,20.78,,10.22,0.06,0.0,,Liechtenstein
573,Liechtenstein,2013,192.86,,234.91,11.95,19.9,,9.96,0.06,0.17,,Liechtenstein
574,Liechtenstein,2014,161.54,,204.42,12.15,20.6,,9.97,0.04,0.12,,Liechtenstein
575,Lithuania,1990,35812.89,48190.28,48190.28,,7006.66,,5370.73,,,,Lithuania
576,Lithuania,1991,37908.61,50233.77,50233.77,,6680.69,,5644.47,,,,Lithuania
577,Lithuania,1992,21207.89,30446.82,30446.82,,5540.79,,3698.15,,,,Lithuania
578,Lithuania,1993,16347.17,24548.3,24548.3,0.03,4970.27,,3230.84,,,,Lithuania
579,Lithuania,1994,15765.41,23234.58,23234.58,0.09,4532.41,,2936.66,,,,Lithuania
580,Lithuania,1995,15022.54,22400.51,22400.51,6.21,4396.41,,2975.29,,0.05,,Lithuania
581,Lithuania,1996,15676.83,23468.24,23468.24,7.68,4357.38,,3426.29,,0.05,,Lithuania
582,Lithuania,1997,15086.29,22971.11,22971.11,10.22,4333.21,,3541.31,,0.08,,Lithuania
583,Lithuania,1998,15901.52,23901.38,23901.38,13.9,4166.84,,3818.61,,0.51,,Lithuania
584,Lithuania,1999,13422.15,21233.07,21233.07,17.5,3973.12,,3819.76,,0.54,,Lithuania
585,Lithuania,2000,11801.96,19605.28,19605.28,22.08,3764.72,,4015.79,,0.72,,Lithuania
586,Lithuania,2001,12507.97,20565.4,20565.4,28.59,3818.4,,4209.78,,0.66,,Lithuania
587,Lithuania,2002,12614.43,20985.95,20985.95,36.41,3879.04,,4455.33,,0.75,,Lithuania
588,Lithuania,2003,12605.24,21203.01,21203.01,47.88,3926.6,,4620.94,,2.35,,Lithuania
589,Lithuania,2004,13185.49,21984.41,21984.41,69.1,3910.37,,4818.3,,1.15,,Lithuania
590,Lithuania,2005,13946.88,23036.14,23036.14,90.31,3927.75,,5069.49,,1.7,,Lithuania
591,Lithuania,2006,14303.03,23378.45,23378.45,120.02,3945.66,,5008.2,,1.54,,Lithuania
592,Lithuania,2007,15624.08,25352.35,25352.35,155.89,3828.72,,5742.42,,1.25,,Lithuania
593,Lithuania,2008,14963.25,24394.53,24394.53,194.55,3812.13,,5421.12,,3.47,,Lithuania
594,Lithuania,2009,12727.12,19935.92,19935.92,216.11,3708.39,,3281.24,,3.05,,Lithuania
595,Lithuania,2010,13618.91,20755.13,20755.13,259.52,3672.49,,3198.22,,5.99,,Lithuania
596,Lithuania,2011,13919.02,21254.46,21254.46,306.54,3505.34,,3515.82,,7.74,,Lithuania
597,Lithuania,2012,13975.52,21112.68,21112.68,351.03,3520.26,,3261.87,,3.99,,Lithuania
598,Lithuania,2013,12987.82,19850.83,19850.83,405.15,3420.27,0.06,3031.22,,6.32,,Lithuania
599,Lithuania,2014,12732.8,19777.75,19777.75,449.48,3464.71,0.29,3124.49,,5.98,,Lithuania
600,Luxembourg,1990,11944.01,,12853.45,0.0,619.8,,288.77,,0.88,,Luxembourg
601,Luxembourg,1991,12467.51,,13396.88,0.0,626.98,,301.41,,0.98,,Luxembourg
602,Luxembourg,1992,12253.57,,13176.72,13.68,617.19,,291.2,,1.08,,Luxembourg
603,Luxembourg,1993,12375.51,,13292.75,14.7,616.16,,285.21,,1.19,,Luxembourg
604,Luxembourg,1994,11560.57,,12458.94,15.98,597.96,,283.13,,1.3,,Luxembourg
605,Luxembourg,1995,9155.85,,10071.31,17.9,610.77,,285.39,,1.39,,Luxembourg
606,Luxembourg,1996,9217.19,,10141.6,19.63,616.67,,286.55,,1.56,,Luxembourg
607,Luxembourg,1997,8530.75,,9455.51,22.05,614.09,,286.93,,1.7,,Luxembourg
608,Luxembourg,1998,7619.36,,8545.13,24.45,609.24,,290.33,,1.74,,Luxembourg
609,Luxembourg,1999,7986.16,,8914.07,26.25,612.36,,287.48,,1.83,,Luxembourg
610,Luxembourg,2000,8798.18,,9722.34,28.98,605.3,,287.95,,1.93,,Luxembourg
611,Luxembourg,2001,9311.92,,10226.98,32.85,605.29,,274.38,,2.54,,Luxembourg
612,Luxembourg,2002,10068.14,,10987.55,35.65,602.57,,278.04,,3.15,,Luxembourg
613,Luxembourg,2003,10443.38,,11347.59,37.93,589.47,,273.07,,3.73,,Luxembourg
614,Luxembourg,2004,11871.11,,12791.63,39.99,583.99,,292.26,,4.28,,Luxembourg
615,Luxembourg,2005,12130.91,,13030.08,38.99,581.19,,274.12,,4.85,,Luxembourg
616,Luxembourg,2006,11995.82,,12887.27,41.88,576.54,,267.76,,5.27,,Luxembourg
617,Luxembourg,2007,11398.71,,12302.98,46.46,586.53,,265.6,,5.69,,Luxembourg
618,Luxembourg,2008,11245.87,,12162.59,48.81,594.57,,267.23,,6.1,,Luxembourg
619,Luxembourg,2009,10725.52,,11642.93,49.67,596.06,,265.18,,6.49,,Luxembourg
620,Luxembourg,2010,11285.03,,12219.96,52.33,605.39,,270.34,,6.87,,Luxembourg
621,Luxembourg,2011,11168.51,,12088.03,55.19,579.16,,277.86,,7.31,,Luxembourg
622,Luxembourg,2012,10872.06,,11769.92,57.53,567.56,,265.07,,7.68,,Luxembourg
623,Luxembourg,2013,10303.04,,11213.2,61.17,571.51,,269.44,,8.05,,Luxembourg
624,Luxembourg,2014,9826.25,,10775.63,66.08,578.85,,296.01,,8.44,,Luxembourg
625,Malta,1990,1860.47,2000.25,2000.25,,78.28,,61.49,,0.01,,Malta
626,Malta,1991,2041.25,2189.16,2189.16,,83.84,,64.06,,0.01,,Malta
627,Malta,1992,2174.63,2333.94,2333.94,,91.67,,66.2,,1.43,,Malta
628,Malta,1993,2252.06,2422.71,2422.71,,100.16,,69.05,,1.43,,Malta
629,Malta,1994,2302.77,2483.69,2483.69,0.0,107.98,,71.5,,1.43,,Malta
630,Malta,1995,2313.22,2500.69,2500.69,0.0,112.68,,73.35,,1.44,,Malta
631,Malta,1996,2329.18,2518.24,2518.24,0.0,114.74,,72.87,,1.45,,Malta
632,Malta,1997,2331.95,2530.06,2530.06,0.0,121.81,,74.84,,1.45,,Malta
633,Malta,1998,2338.06,2524.14,2524.14,0.01,113.97,,70.64,,1.47,,Malta
634,Malta,1999,2418.56,2610.25,2610.25,0.01,118.22,,72.0,,1.47,,Malta
635,Malta,2000,2414.28,2625.81,2625.81,3.72,130.42,,75.92,,1.47,,Malta
636,Malta,2001,2550.6,2769.12,2769.12,9.69,132.21,,75.13,,1.49,,Malta
637,Malta,2002,2464.21,2687.48,2687.48,14.66,133.25,,73.86,,1.5,,Malta
638,Malta,2003,2666.13,2893.03,2893.03,17.35,134.61,,72.87,,2.06,,Malta
639,Malta,2004,2604.74,2845.5,2845.5,27.54,139.92,,71.75,,1.54,,Malta
640,Malta,2005,2736.31,2999.16,2999.16,41.12,149.1,,71.07,,1.56,,Malta
641,Malta,2006,2776.31,3090.68,3090.68,78.49,161.8,,72.5,,1.57,,Malta
642,Malta,2007,2831.64,3176.83,3176.83,95.58,173.26,,74.76,0.0,1.58,,Malta
643,Malta,2008,2822.41,3182.28,3182.28,111.71,174.4,,72.02,0.0,1.75,,Malta
644,Malta,2009,2684.52,3073.96,3073.96,132.77,185.94,,69.23,0.0,1.5,,Malta
645,Malta,2010,2690.52,3098.81,3098.81,144.5,196.62,,65.48,0.0,1.69,,Malta
646,Malta,2011,2785.9,3211.71,3211.71,167.74,185.96,,67.51,0.0,4.59,,Malta
647,Malta,2012,2868.64,3324.5,3324.5,200.93,186.65,,67.83,0.0,0.45,,Malta
648,Malta,2013,2476.07,2953.96,2953.96,218.33,188.68,,68.2,0.0,2.68,,Malta
649,Malta,2014,2483.54,2982.64,2982.64,233.78,196.51,,68.23,0.0,0.58,,Malta
650,Monaco,1990,95.39,99.41,99.41,0.38,1.78,,1.65,,0.22,,Monaco
651,Monaco,1991,96.15,100.37,100.37,0.39,1.67,,1.94,,0.22,,Monaco
652,Monaco,1992,101.74,105.94,105.94,0.44,1.42,,2.06,,0.27,,Monaco
653,Monaco,1993,100.88,105.05,105.05,0.45,1.11,,2.35,,0.26,,Monaco
654,Monaco,1994,101.87,106.07,106.07,0.51,0.85,,2.58,,0.26,,Monaco
